ImagePath,X0,X1,Y0,Y1,Class
000003000135.jpg,1210,1270,505,578,ADVISORY SPEED MPH
000012495534.jpg,1721,1781,495,551,ADVISORY SPEED MPH
000013625591.jpg,1607,1716,596,704,ADVISORY SPEED MPH
000014355590.jpg,1739,1828,544,632,ADVISORY SPEED MPH
000018300434.jpg,1721,1824,585,683,ADVISORY SPEED MPH
000018920512.jpg,1608,1692,592,675,ADVISORY SPEED MPH
000001205075.jpg,1201,1287,487,577,ADVISORY SPEED MPH
000001550117.jpg,1630,1734,510,610,ADVISORY SPEED MPH
000040540156.jpg,1795,1862,500,560,ADVISORY SPEED MPH
000038565630.jpg,1757,1850,551,637,ADVISORY SPEED MPH
000018045424.jpg,1133,1197,490,565,ADVISORY SPEED MPH
000020040037.jpg,987,1046,472,534,ADVISORY SPEED MPH
000009135225.jpg,1733,1805,499,563,ADVISORY SPEED MPH
000008375424.jpg,1679,1760,486,566,ADVISORY SPEED MPH
000010640379.jpg,1751,1804,485,535,ADVISORY SPEED MPH
000001870616.jpg,1570,1638,563,627,ADVISORY SPEED MPH
000004470112.jpg,76,129,569,618,ADVISORY SPEED MPH
000004480108.jpg,1750,1829,569,645,ADVISORY SPEED MPH
000040660005.jpg,1633,1720,534,612,ADVISORY SPEED MPH
000007315135.jpg,1202,1272,480,552,ADVISORY SPEED MPH
000007220697.jpg,1653,1722,508,580,ADVISORY SPEED MPH
000007520335.jpg,1659,1745,600,687,ADVISORY SPEED MPH
000012580394.jpg,1500,1539,522,564,ADVISORY SPEED MPH
000012040516.jpg,1645,1712,518,588,ADVISORY SPEED MPH
000020105634.jpg,1658,1761,450,547,ADVISORY SPEED MPH
000020835287.jpg,1668,1766,485,578,ADVISORY SPEED MPH
000022460571.jpg,1665,1729,531,591,ADVISORY SPEED MPH
000001940660.jpg,1575,1616,477,523,ADVISORY SPEED MPH
000003785498.jpg,1394,1450,493,563,ADVISORY SPEED MPH
000000620199.jpg,1659,1744,469,548,ADVISORY SPEED MPH
000002230516.jpg,1607,1683,481,554,ADVISORY SPEED MPH
000003805381.jpg,1623,1705,492,572,ADVISORY SPEED MPH
000004780047.jpg,1663,1722,559,616,ADVISORY SPEED MPH
000024385548.jpg,1107,1169,494,565,ADVISORY SPEED MPH
000029185617.jpg,1636,1707,531,596,ADVISORY SPEED MPH
000006610507.jpg,1070,1143,506,576,ADVISORY SPEED MPH
000008310303.jpg,1171,1241,492,566,ADVISORY SPEED MPH
000009345343.jpg,1053,1119,505,574,ADVISORY SPEED MPH
000010830519.jpg,1257,1332,499,576,ADVISORY SPEED MPH
000013400274.jpg,1287,1366,538,618,ADVISORY SPEED MPH
000014755451.jpg,1223,1305,496,573,ADVISORY SPEED MPH
000015480459.jpg,1270,1334,542,619,ADVISORY SPEED MPH
000009185596.jpg,1555,1593,547,590,ADVISORY SPEED MPH
000023960649.jpg,117,167,504,553,ADVISORY SPEED MPH
000023970394.jpg,1756,1826,551,620,ADVISORY SPEED MPH
000014145363.jpg,1079,1137,399,472,ADVISORY SPEED MPH
000015590405.jpg,1162,1251,449,542,ADVISORY SPEED MPH
000016310428.jpg,1105,1167,504,573,ADVISORY SPEED MPH
000020325167.jpg,1035,1121,433,528,ADVISORY SPEED MPH
000020575494.jpg,1179,1253,415,502,ADVISORY SPEED MPH
000020770043.jpg,1217,1311,442,544,ADVISORY SPEED MPH
000021160139.jpg,1077,1162,397,489,ADVISORY SPEED MPH
000024640589.jpg,1579,1622,494,549,ADVISORY SPEED MPH
000000745275.jpg,1038,1092,454,514,ADVISORY SPEED MPH
000001185444.jpg,1180,1246,526,596,ADVISORY SPEED MPH
000001745478.jpg,979,1049,565,638,ADVISORY SPEED MPH
000004070370.jpg,981,1036,496,551,ADVISORY SPEED MPH
000006155453.jpg,1170,1233,513,585,ADVISORY SPEED MPH
000013545166.jpg,1126,1186,495,558,ADVISORY SPEED MPH
000014205109.jpg,1207,1286,523,618,ADVISORY SPEED MPH
000015040365.jpg,1320,1374,514,570,ADVISORY SPEED MPH
000016575239.jpg,1218,1301,519,613,ADVISORY SPEED MPH
000018700371.jpg,1238,1282,520,591,ADVISORY SPEED MPH
000019560155.jpg,1081,1118,491,552,ADVISORY SPEED MPH
000013610550.jpg,191,254,574,635,ADVISORY SPEED MPH
000002845175.jpg,1697,1771,481,548,ADVISORY SPEED MPH
000003500383.jpg,1772,1838,391,451,ADVISORY SPEED MPH
000004065579.jpg,1787,1866,441,512,ADVISORY SPEED MPH
000002070200.jpg,1596,1659,513,574,ADVISORY SPEED MPH
000004060481.jpg,1640,1788,541,676,ADVISORY SPEED MPH
000001415343.jpg,1755,1852,474,564,ADVISORY SPEED MPH
000009870772.jpg,1652,1728,477,550,ADVISORY SPEED MPH
000001855225.jpg,1020,1092,526,600,ADVISORY SPEED MPH
000042190237.jpg,1570,1648,500,575,ADVISORY SPEED MPH
000008665054.jpg,1399,1466,481,550,ADVISORY SPEED MPH
000009170070.jpg,1527,1569,431,477,ADVISORY SPEED MPH
000008510504.jpg,106,161,598,655,ADVISORY SPEED MPH
000008515403.jpg,1732,1808,491,561,ADVISORY SPEED MPH
000009435056.jpg,1601,1660,471,528,ADVISORY SPEED MPH
000025095213.jpg,1548,1640,462,548,ADVISORY SPEED MPH
000005825642.jpg,1151,1204,497,568,ADVISORY SPEED MPH
000007150514.jpg,1347,1401,541,605,ADVISORY SPEED MPH
000008365358.jpg,1290,1342,507,568,ADVISORY SPEED MPH
000009670164.jpg,1233,1287,515,578,ADVISORY SPEED MPH
000011275659.jpg,1250,1305,491,555,ADVISORY SPEED MPH
000012890169.jpg,1378,1425,481,538,ADVISORY SPEED MPH
000015060047.jpg,1212,1289,490,570,ADVISORY SPEED MPH
000016025272.jpg,1156,1216,507,583,ADVISORY SPEED MPH
000016125302.jpg,891,945,522,578,ADVISORY SPEED MPH
000005775484.jpg,1669,1736,498,567,ADVISORY SPEED MPH
000007460699.jpg,1626,1691,551,616,ADVISORY SPEED MPH
000007755637.jpg,1773,1843,503,569,ADVISORY SPEED MPH
000007830020.jpg,215,258,526,565,ADVISORY SPEED MPH
000007850154.jpg,1715,1799,530,611,ADVISORY SPEED MPH
000007885247.jpg,73,112,545,580,ADVISORY SPEED MPH
000007910369.jpg,1665,1738,515,588,ADVISORY SPEED MPH
000009510411.jpg,1695,1767,524,592,ADVISORY SPEED MPH
000028600023.jpg,1160,1242,542,621,ADVISORY SPEED MPH
000028985111.jpg,1052,1099,512,562,ADVISORY SPEED MPH
000030320127.jpg,1611,1682,511,582,ADVISORY SPEED MPH
000016900153.jpg,1665,1731,559,622,ADVISORY SPEED MPH
000017970692.jpg,1628,1700,536,604,ADVISORY SPEED MPH
000033750666.jpg,1580,1684,540,640,ADVISORY SPEED MPH
000033925747.jpg,1596,1701,594,695,ADVISORY SPEED MPH
000034060774.jpg,1627,1719,493,585,ADVISORY SPEED MPH
000034175253.jpg,1726,1852,509,626,ADVISORY SPEED MPH
000034640076.jpg,1702,1804,474,575,ADVISORY SPEED MPH
000036685024.jpg,176,237,476,536,ADVISORY SPEED MPH
000036695132.jpg,1589,1686,436,531,ADVISORY SPEED MPH
000018590757.jpg,1758,1839,492,577,ADVISORY SPEED MPH
000024500700.jpg,1137,1189,457,516,ADVISORY SPEED MPH
000005720211.jpg,1701,1775,447,518,ADVISORY SPEED MPH
000002535589.jpg,1291,1323,461,495,ADVISORY SPEED MPH
000002905117.jpg,1375,1409,506,541,ADVISORY SPEED MPH
000016600363.jpg,1440,1479,513,554,ADVISORY SPEED MPH
000031520096.jpg,1585,1622,499,542,ADVISORY SPEED MPH
000033340055.jpg,1555,1593,502,548,ADVISORY SPEED MPH
000034690407.jpg,1385,1426,436,482,ADVISORY SPEED MPH
000026310294.jpg,1657,1729,586,653,ADVISORY SPEED MPH
000026725152.jpg,1614,1666,580,632,ADVISORY SPEED MPH
000004160456.jpg,1297,1344,473,524,ADVISORY SPEED MPH
000003305228.jpg,1734,1776,518,560,ADVISORY SPEED MPH
000003325323.jpg,86,165,524,600,ADVISORY SPEED MPH
000005405524.jpg,1672,1736,475,539,ADVISORY SPEED MPH
000028425010.jpg,1276,1348,502,582,ADVISORY SPEED MPH
000029455692.jpg,1220,1300,496,577,ADVISORY SPEED MPH
000028650138.jpg,1695,1797,453,550,ADVISORY SPEED MPH
000002445249.jpg,1672,1829,522,667,ADVISORY SPEED MPH
000004765235.jpg,1157,1226,534,614,ADVISORY SPEED MPH
000005995279.jpg,1257,1338,489,579,ADVISORY SPEED MPH
000008080244.jpg,1500,1559,491,556,ADVISORY SPEED MPH
000010555668.jpg,1012,1072,478,555,ADVISORY SPEED MPH
000035560266.jpg,1523,1567,471,523,ADVISORY SPEED MPH
000035755429.jpg,1777,1835,558,618,ADVISORY SPEED MPH
000036360269.jpg,1717,1791,553,622,ADVISORY SPEED MPH
000036880377.jpg,1760,1828,517,582,ADVISORY SPEED MPH
000001095197.jpg,1666,1746,368,445,ADVISORY SPEED MPH
000014180583.jpg,1195,1268,504,594,ADVISORY SPEED MPH
000014765431.jpg,1496,1557,552,620,ADVISORY SPEED MPH
000005425090.jpg,1698,1755,518,573,ADVISORY SPEED MPH
000034435029.jpg,897,990,413,512,ADVISORY SPEED MPH
000021835484.jpg,1695,1771,559,635,ADVISORY SPEED MPH
000023230232.jpg,1583,1673,528,618,ADVISORY SPEED MPH
000025230572.jpg,1635,1718,522,603,ADVISORY SPEED MPH
000032595306.jpg,1735,1819,470,545,ADVISORY SPEED MPH
000033315613.jpg,1798,1868,471,541,ADVISORY SPEED MPH
000034395317.jpg,1522,1611,465,550,ADVISORY SPEED MPH
000034470136.jpg,1622,1723,494,591,ADVISORY SPEED MPH
000036395408.jpg,1772,1837,524,585,ADVISORY SPEED MPH
000037810083.jpg,1485,1597,524,631,ADVISORY SPEED MPH
000001165307.jpg,1305,1377,438,512,ADVISORY SPEED MPH
000000575128.jpg,1722,1778,481,531,ADVISORY SPEED MPH
000033580011.jpg,1187,1264,491,573,ADVISORY SPEED MPH
000033970126.jpg,1211,1271,499,562,ADVISORY SPEED MPH
000034815168.jpg,1010,1089,477,558,ADVISORY SPEED MPH
000035955389.jpg,1180,1253,470,545,ADVISORY SPEED MPH
000033930286.jpg,78,122,499,544,ADVISORY SPEED MPH
000003525277.jpg,1775,1841,550,611,ADVISORY SPEED MPH
000004630279.jpg,1654,1732,515,591,ADVISORY SPEED MPH
000028880287.jpg,1489,1525,525,561,ADVISORY SPEED MPH
000031810395.jpg,1424,1460,526,563,ADVISORY SPEED MPH
000041840628.jpg,1519,1559,533,574,ADVISORY SPEED MPH
000028165329.jpg,22,43,511,533,ADVISORY SPEED MPH
000004975670.jpg,1452,1480,486,521,ADVISORY SPEED MPH
000005035605.jpg,1459,1494,510,546,ADVISORY SPEED MPH
000004405411.jpg,1787,1852,483,542,ADVISORY SPEED MPH
000004475283.jpg,1742,1802,488,543,ADVISORY SPEED MPH
000022700369.jpg,1774,1840,486,552,ADVISORY SPEED MPH
000026675540.jpg,1078,1138,504,570,ADVISORY SPEED MPH
000041480275.jpg,1769,1842,498,566,ADVISORY SPEED MPH
000016325489.jpg,1172,1244,484,555,ADVISORY SPEED MPH
000017755616.jpg,1242,1317,500,582,ADVISORY SPEED MPH
000018960410.jpg,1120,1182,554,618,ADVISORY SPEED MPH
000020725526.jpg,1691,1789,516,610,ADVISORY SPEED MPH
000000845598.jpg,1734,1821,527,612,ADVISORY SPEED MPH
000019645397.jpg,1642,1718,507,576,ADVISORY SPEED MPH
000020755152.jpg,1597,1684,512,597,ADVISORY SPEED MPH
000001065561.jpg,1784,1868,476,563,ADVISORY SPEED MPH
000000515311.jpg,1768,1841,508,583,ADVISORY SPEED MPH
000002700005.jpg,1624,1704,532,608,ADVISORY SPEED MPH
000001400425.jpg,1419,1461,509,555,ADVISORY SPEED MPH
000011115187.jpg,54,97,491,532,ADVISORY SPEED MPH
000011130234.jpg,1758,1814,575,636,ADVISORY SPEED MPH
000007435332.jpg,1630,1704,508,578,ADVISORY SPEED MPH
000007540562.jpg,1649,1728,469,543,ADVISORY SPEED MPH
000008420574.jpg,1668,1735,508,570,ADVISORY SPEED MPH
000006145270.jpg,1536,1569,503,541,ADVISORY SPEED MPH
000000575095.jpg,1589,1667,602,684,ADVISORY SPEED MPH
000031105004.jpg,1249,1329,536,614,ADVISORY SPEED MPH
000016445202.jpg,1753,1824,488,554,ADVISORY SPEED MPH
000030330572.jpg,1704,1804,559,657,ADVISORY SPEED MPH
000033045039.jpg,81,131,538,590,ADVISORY SPEED MPH
000008970712.jpg,1790,1878,533,619,ADVISORY SPEED MPH
000010780594.jpg,1623,1733,494,602,ADVISORY SPEED MPH
000031200166.jpg,1345,1390,477,528,ADVISORY SPEED MPH
000033250343.jpg,1299,1358,486,549,ADVISORY SPEED MPH
000026005188.jpg,1667,1766,456,552,ADVISORY SPEED MPH
000026245565.jpg,1681,1751,488,554,ADVISORY SPEED MPH
000027910280.jpg,1766,1866,476,565,ADVISORY SPEED MPH
000039490263.jpg,1548,1653,536,640,ADVISORY SPEED MPH
000006425250.jpg,1387,1438,496,549,ADVISORY SPEED MPH
000005140626.jpg,1629,1725,461,557,ADVISORY SPEED MPH
000039055022.jpg,1140,1198,496,557,ADVISORY SPEED MPH
000001085308.jpg,1547,1674,509,634,ADVISORY SPEED MPH
000028400160.jpg,221,242,490,511,ADVISORY SPEED MPH
000031035256.jpg,1505,1545,549,596,ADVISORY SPEED MPH
000004965302.jpg,1738,1799,533,595,ADVISORY SPEED MPH
000006950382.jpg,1757,1836,515,588,ADVISORY SPEED MPH
000006950382.jpg,1757,1836,515,588,ADVISORY SPEED MPH
000026760267.jpg,1549,1623,492,567,ADVISORY SPEED MPH
000030715714.jpg,1673,1743,578,643,ADVISORY SPEED MPH
000029890527.jpg,1563,1599,473,513,ADVISORY SPEED MPH
000000600262.jpg,1660,1812,579,733,ADVISORY SPEED MPH
000001575512.jpg,1753,1844,390,480,ADVISORY SPEED MPH
000035390014.jpg,1201,1282,473,557,ADVISORY SPEED MPH
000036805538.jpg,1071,1132,456,522,ADVISORY SPEED MPH
000037195137.jpg,1125,1199,498,576,ADVISORY SPEED MPH
000038020591.jpg,1153,1230,505,586,ADVISORY SPEED MPH
000034610195.jpg,1592,1673,600,680,ADVISORY SPEED MPH
000034815784.jpg,1625,1733,545,652,ADVISORY SPEED MPH
000036350743.jpg,1569,1658,605,692,ADVISORY SPEED MPH
000036415613.jpg,1562,1669,552,655,ADVISORY SPEED MPH
